Date,Item_Name,Brand_Name,Size,Order_Quantity,Category,New_Color
,,,,,,
1/4/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,6,Others,
1/18/2021,Food bed Climacool Vento #54551,Adidas,8-8.5,10,OS,
1/18/2021,Food bed Climacool Vento #54551,Adidas,5-5.5,10,OS,
1/25/2021,Heel Counter TS030,Puma,No.4(7.5-8.5),40,HC,
1/25/2021,Heel Counter TS030,Puma,No.3(6-7),40,HC,
1/25/2021,Heel counter TS033,Puma,No.4(7.5-8.5),630,HC,
1/25/2021,Heel counter TS042,Puma,No.4(7.5-8.5),160,HC,
2/2/2021,Outsole Puma #FB1103,,7.5,5,OS,
2/2/2021,Outsole Puma #FB1103,,7.5,5,OS,
2/17/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,5,OS,
2/17/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,5,OS,
2/17/2021,Outsole Future MxSG #FB1089,Puma,9,6,OS,
2/17/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,5,OS,
2/17/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,5,OS,
2/17/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9,6,OS,
2/22/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,20,Others,
3/3/2021,Food bed Climacool Vento #54551,Adidas,8-8.5,10,OS,
3/8/2021,Outsole Game Changer Pro #FB1043,Puma,9.5,10,OS,
3/9/2021,Outsole #FB1079,Puma,8.5,10,OS,
3/9/2021,Outsole Supernatural Inline #AD36895,Adidas,4,16,OS,
3/15/2021,Outsole Kipsta FG SR#DFM-1602,Kipstar,43,4,OS,
3/17/2021,Midsole Workout,Adidas,8-9,5,Others,
3/17/2021,Midsole Workout,Adidas,8-9,5,Others,
3/18/2021,Outsole Future MG #FB1095,Puma,10-10.5,2,OS,
3/19/2021,Midsole Climawarm Ground Control #57531,Adidas,8.5,5,Others,
3/26/2021,Insole board Apos4,Apos,8,5,IB,
3/26/2021,Insole board Apos4,Apos,5,5,IB,
3/26/2021,Insole board Apos4,Apos,11.5,5,IB,
3/26/2021,Insole board Apos4,Apos,3.5,5,IB,
3/26/2021,Insole board Apos4,Apos,4.5,5,IB,
3/26/2021,Insole board Apos4,Apos,9,5,IB,
3/26/2021,Insole board Apos4,Apos,7.5,5,IB,
3/26/2021,Insole board Apos4,Apos,6,5,IB,
3/26/2021,Insole board Apos4,Apos,10.5,5,IB,
3/26/2021,Insole board Apos4,Apos,13.5,5,IB,
3/26/2021,Insole board Apos4,Apos,6.5,5,IB,
3/26/2021,Insole board Apos4,Apos,13,5,IB,
3/26/2021,Insole board Apos4,Apos,2.5,5,IB,
3/26/2021,Insole board Apos4,Apos,12,5,IB,
4/1/2021,Heelcap Response Super X #52910HT,Adidas,5-6,55,Others,NO
4/5/2021,Outsole Puma PACE #FB1065,Puma,10,10,OS,
4/13/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,7,OS,
4/13/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,7,OS,
4/15/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,15,OS,NO
4/16/2021,Heel counter TS033,Puma,No.5(9-10),30,HC,NO
4/16/2021,Outsole Puma PACE #FB1065,Puma,7.5,12,OS,NO
4/20/2021,Heel counter C 8-0114-M,NB,No.4(9.5-11),64,HC,NO
4/22/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,11,OS,NO
4/23/2021,Heel Counter 05091,Adidas,No.6(14.5-17),200,HC,NO
4/24/2021,Outsole Future MG #FB1095,Puma,8-8.5,8,OS,NO
4/24/2021,Outsole Future MG #FB1095,Puma,8-8.5,41,OS,NO
4/24/2021,Outsole Ultra FG #FB1106,Puma,6-6.5,6,OS,NO
4/26/2021,Insole Board TS042,Puma,10.5,5,IB,NO
4/26/2021,Puma Twist Lock 015500,Puma,complete set,11,Others,NO
4/27/2021,Outsole #MB4040V5,NB,M'S5-5.5/W's6.5-7,2,OS,NO
4/27/2021,Outsole NB Composite COMPV1,NB,12.5-13,7,OS,NO
4/27/2021,Outsole NB Composite COMPV1,NB,9.5-10,5,OS,NO
4/27/2021,Outsole NB Composite COMPV1,NB,11.5-12,5,OS,NO
4/27/2021,Outsole NB Composite COMPV1,NB,10.5-11,7,OS,NO
4/27/2021,Outsole NB PL #4040V6,NB,M's 9-9T/W's 10T-11,3,OS,NO
4/27/2021,Outsole NB PL #4040V6,NB,M's 10-10T/W's 11T-12,2,OS,NO
4/29/2021,Outsole Future MG #FB1095,Puma,10-10.5,10,OS,NO
4/29/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
4/29/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,10,OS,NO
4/29/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,12,OS,NO
5/3/2021,Apos4-Metal Rail(Fore+Heel),Apos,Apos:4-17(Placebo:5.5-17),27,Others,NO
5/3/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,10,OS,NO
5/4/2021,Outsole Future MxSG #FB1089,Puma,8,3,OS,NO
5/4/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,4,OS,NO
5/4/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,2,OS,NO
5/5/2021,Heel counter TS033,Puma,No.4(7.5-8.5),130,HC,NO
5/5/2021,Heel counter TS033,Puma,No.7(12-13),60,HC,NO
5/5/2021,Heel counter TS033,Puma,No.1(3-4),60,HC,NO
5/5/2021,Heel counter TS033,Puma,No.3(6-7),130,HC,NO
5/5/2021,Heel counter TS033,Puma,No.5(9-10),130,HC,NO
5/5/2021,Heel counter TS033,Puma,No.6(10.5-11.5),80,HC,NO
5/5/2021,Heel counter TS033,Puma,No.2(4.5-5.5),60,HC,NO
5/5/2021,Heel counter TS042,Puma,No.7(12-13),30,HC,NO
5/5/2021,Heel counter TS042,Puma,No.5(9-10),55,HC,NO
5/5/2021,Heel counter TS042,Puma,No.3(6-7),55,HC,NO
5/5/2021,Heel counter TS042,Puma,No.4(7.5-8.5),55,HC,NO
5/7/2021,Outsole NB#MB3000V4,NB,11-11.5,3,OS,NO
5/10/2021,Heel Counter TS030,Puma,No.4(7.5-8.5),30,HC,NO
5/10/2021,Heel Counter TS030,Puma,No.5(9-10),30,HC,NO
5/10/2021,Heel Counter TS030,Puma,No.1(3-4),20,HC,NO
5/10/2021,Heel Counter TS030,Puma,No.2(4.5-5.5),20,HC,NO
5/10/2021,Heel Counter TS030,Puma,No.7(12-13),15,HC,NO
5/10/2021,Heel Counter TS030,Puma,No.6(10.5-11.5),20,HC,NO
5/10/2021,Heel Counter TS030,Puma,No.3(6-7),30,HC,NO
5/11/2021,Apos4-Metal Rail(Fore+Heel),Apos,Apos:4-17(Placebo:5.5-17),28,Others,NO
5/11/2021,NB CR M/W574,NB,M:9-11.5/W:10.5-13,2,EX-HC,NO
5/11/2021,NB CR M/W574,NB,M:9-11.5/W:10.5-13,2,EX-HC,NO
5/11/2021,NB CR M/W574,NB,M:9-11.5/W:10.5-13,4,EX-HC,NO
5/12/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,,1,OS,NO
5/12/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,1,OS,NO
5/14/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,4.5,10,OS,NO
5/17/2021,Outsole SM FuseV2,NB,5,2,OS,NO
5/17/2021,Outsole SM FuseV2,NB,12.5-13,2,OS,NO
5/17/2021,Outsole SM FuseV2,NB,6.5-7,2,OS,NO
5/17/2021,Outsole SM FuseV2,NB,7.5-8,2,OS,NO
5/17/2021,Outsole SM FuseV2,NB,5.5-6,2,OS,NO
5/17/2021,Outsole SM FuseV2,NB,8.5-9,2,OS,NO
5/18/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,5,OS,NO
5/18/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,Color Chip
5/21/2021,Outsole Game Changer Pro #FB1043,Puma,8,2,OS,NO
5/21/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,9,6,OS,NO
5/24/2021,Outsole Game Changer Pro #FB1043,Puma,9.5,2,OS,NO
5/24/2021,Outsole Game Changer SG#FB1044,Puma,9,1,OS,NO
5/24/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,7.5,6,OS,NO
5/24/2021,Outsole Puma PACE #FB1065,Puma,10,14,OS,NO
5/25/2021,Outsole #MB4040V5,NB,M'S11-11.5/W's12.5-13,2,OS,NO
5/25/2021,Outsole #MB4040V5,NB,M'S11-11.5/W's12.5-13,4,OS,NO
5/26/2021,Heel Cap Response SR Boost #52907,Adidas,7.5-8.5,20,Others,NO
5/26/2021,Heel Cap Response SR Boost #52907,Adidas,7.5-8.5,20,Others,NO
5/28/2021,Outsole Future MG Jr #FB1096,Puma,3-3.5,11,OS,NO
6/1/2021,Outsole NB PL #4040V6,NB,M's:11-11T/W's:12T-13,10,OS,NO
6/1/2021,Outsole NB PL #4040V6,NB,M's 10-10T/W's 11T-12,10,OS,NO
6/4/2021,Outsole Tekela V2 FG #PFG001,NB,7.5-8,2,OS,Color Chip
6/4/2021,Outsole Tekela V2 FG #PFG001,NB,10.5-11,4,OS,Color Chip
6/4/2021,Outsole Tekela V2 FG #PFG001,NB,11.5-12,2,OS,Color Chip
6/4/2021,Outsole Tekela V2 FG #PFG001,NB,8.5-9,8,OS,Color Chip
6/4/2021,Outsole Tekela V2 FG #PFG001,NB,9.5-10,8,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,8.5-9,3,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,3,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,11.5-12,2,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,3,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,8.5-9,3,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,7.5-8,1,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,7.5-8,1,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,11.5-12,2,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,10.5-11,2,OS,Color Chip
6/4/2021,Outsole Tekela V2 SG #PSG001,NB,10.5-11,2,OS,Color Chip
6/8/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,10,9,OS,NO
6/8/2021,Outsole Puma PACE #FB1065,Puma,8,20,OS,NO
6/9/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,2,Others,NO
6/10/2021,Heel Cap Response SR Boost #52907,Adidas,7.5-8.5,20,Others,NO
6/11/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,6,OS,NO
6/14/2021,Heelcap Ultra 4D #AD30832,Adidas,8-9,20,Others,NO
6/14/2021,PANEL ULTRA 4D #AD30832,Adidas,8-9,20,Others,NO
6/15/2021,Outsole Puma PACE #FB1065,Puma,9,5,OS,NO
6/15/2021,Outsole Puma PACE #FB1065,Puma,7.5,5,OS,NO
6/16/2021,Shank Ultra Plush #JO1105,Puma,9-10,30,SHK,NO
6/16/2021,Shank Ultra Plush #JO1105,Puma,6-7,10,SHK,NO
6/16/2021,Shank Ultra Plush #JO1105,Puma,12-13,14,SHK,NO
6/16/2021,Shank Ultra Plush #JO1105,Puma,7.5-8.5,36,SHK,NO
6/16/2021,Shank Ultra Plush #JO1105,Puma,4.5-5.5,45,SHK,NO
6/16/2021,Shank Ultra Plush #JO1105,Puma,10.5-11.5,30,SHK,NO
6/17/2021,Outsole #PHG001,NB,9.5-10,10,OS,NO
6/17/2021,Outsole PFG003,NB,9.5-10,10,OS,NO
6/18/2021,Outsole Puma PACE #FB1065,Puma,7.5,6,OS,NO
6/18/2021,Outsole Puma PACE #FB1065,Puma,9,9,OS,NO
6/18/2021,Outsole Puma PACE #FB1065,Puma,11,5,OS,NO
6/18/2021,Outsole Puma PACE #FB1065,Puma,7,8,OS,NO
6/18/2021,Outsole Puma PACE #FB1065,Puma,8.5,12,OS,NO
6/18/2021,Outsole Puma PACE #FB1065,Puma,10,4,OS,NO
6/18/2021,Outsole Puma PACE #FB1065,Puma,9.5,1,OS,NO
6/18/2021,Outsole Puma PACE #FB1065,Puma,6,7,OS,NO
6/21/2021,Outsole NB Composite COMPV1,NB,9.5-10,5,OS,NO
6/21/2021,Outsole NB Composite COMPV1,NB,7.5-8,5,OS,Color Chip
6/21/2021,Outsole NB Composite COMPV1,NB,6.5-7,5,OS,Color Chip
6/21/2021,Outsole NB Composite COMPV1,NB,8.5-9,5,OS,Color Chip
6/21/2021,Outsole NB Composite COMPV1,NB,5.5-6,5,OS,Color Chip
6/21/2021,Outsole Tekela V2 FG #PFG001,NB,9.5-10,5,OS,NO
6/21/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,5,OS,NO
6/21/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,5,OS,NO
6/22/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,8,OS,Color Chip
6/22/2021,Outsole Tekela V2 SG #PSG001,NB,7.5-8,4,OS,Color Chip
6/28/2021,NB CR M/W574,NB,M:4-8.5/W:5.5-10,101,EX-HC,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,4,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10.5,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,13,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8.5,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6.5,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7.5,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,11.5,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,3.5,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,12,5,OS,NO
6/28/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,11,5,OS,NO
6/29/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,5,OS,NO
6/30/2021,Midsole Climawarm T&P #57531,Adidas,8.5,36,Others,NO
6/30/2021,Outsole Future MG #FB1095,Puma,8-8.5,7,OS,NO
6/30/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,4,OS,NO
6/30/2021,Outsole NB#MB3000V4,NB,9-9.5,20,OS,NO
6/30/2021,Outsole Pace Mx SG.1.2 #FB1066,Puma,8,14,OS,NO
6/30/2021,Outsole Puma PACE #FB1065,Puma,8,14,OS,NO
6/30/2021,Outsole Puma PACE #FB1065,Puma,8,7,OS,NO
7/1/2021,Heel counter C 8-0114-M,NB,No.3(7.5-9),102,HC,NO
7/2/2021,Heel counter C 8-0114-M,NB,No.2(5.5-7),19,HC,NO
7/2/2021,Heel counter C 8-0114-M,NB,No.4(9.5-11),19,HC,NO
7/5/2021,Heel counter C 8-0114-M,NB,No.4(9.5-11),35,HC,NO
7/5/2021,Heel counter C 8-0114-M,NB,No.2(5.5-7),35,HC,NO
7/5/2021,Heel counter C 8-0114-M,NB,No.4(9.5-11),71,HC,NO
7/5/2021,Heel counter C 8-0114-M,NB,No.2(5.5-7),66,HC,NO
7/5/2021,Heel counter C 8-0114-M,NB,No.4(9.5-11),35,HC,NO
7/5/2021,Heel counter C 8-0114-M,NB,No.2(5.5-7),35,HC,NO
7/5/2021,Outsole NB Composite COMPV1,NB,10.5-11,6,OS,NO
7/5/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),10,SHK,NO
7/6/2021,Outsole NB#MB3000V4,NB,9-9.5,8,OS,NO
7/7/2021,Outsole Furon 6 FG #PFG002,NB,8.5-9,6,OS,NO
7/7/2021,Outsole Furon 6 FG #PFG002,NB,10.5-11,5,OS,NO
7/7/2021,Outsole Furon 6 FG #PFG002,NB,8.5-9,6,OS,NO
7/7/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,7,OS,NO
7/7/2021,Outsole Furon 6 FG #PFG002,NB,12.5-13,6,OS,NO
7/7/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,10,OS,NO
7/7/2021,Outsole Furon 6 FG #PFG002,NB,8.5-9,5,OS,NO
7/9/2021,Heel Counter TS030,Puma,No.4(7.5-8.5),15,HC,NO
7/9/2021,Heelcap Ultra 4D #AD30832,Adidas,8-9,45,Others,NO
7/10/2021,Apos4-Metal Rail(Fore+Heel),Apos,10.5-13.5,7,Others,NO
7/10/2021,Apos4-Metal Rail(Fore+Heel),Apos,2.5-5.5,4,Others,NO
7/10/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,33,OS,NO
7/12/2021,Heel Counter TS030,Puma,No.4(7.5-8.5),18,HC,NO
7/12/2021,Outsole Puma PACE #FB1065,Puma,8,22,OS,NO
7/12/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),20,SHK,NO
7/13/2021,Outsole Agility SG#42663,Adidas,9,2,OS,NO
7/13/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,7,OS,NO
7/14/2021,Foot bed Climacool Vento #54551,Adidas,3-3.5,10,OS,NO
7/14/2021,Foot bed Climacool Vento #54551,Adidas,8-8.5,10,OS,NO
7/14/2021,Foot bed Climacool Vento #54551,Adidas,8-8.5,30,OS,NO
7/14/2021,Foot bed Climacool Vento #54551,Adidas,8-8.5,10,OS,NO
7/14/2021,Heel Counter C4003R,Adidas,No.2(5-6),200,HC,NO
7/14/2021,Heel Counter C4003R,Adidas,No.1(3.5-4.5),200,HC,NO
7/14/2021,Heel Counter C4003R,Adidas,No.4(8-9),200,HC,NO
7/14/2021,Inlay #XC900V3,NB,M:7.5-9/W:9-10.5,40,Others,NO
7/14/2021,Outsole Future MG #FB1095,Puma,8-8.5,14,OS,NO
7/14/2021,Outsole Future MG #FB1095,Puma,8-8.5,66,OS,NO
7/14/2021,Outsole Future MG #FB1095,Puma,8-8.5,44,OS,NO
7/14/2021,Outsole Future MG Jr #FB1096,Puma,3-3.5,44,OS,NO
7/14/2021,Outsole Future MG Jr #FB1096,Puma,3-3.5,30,OS,NO
7/14/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,23,OS,Color Chip
7/14/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,16,OS,NO
7/14/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,16,OS,NO
7/15/2021,Heel counter C9004R,,No.5(13.5K-1.5),10,HC,NO
7/15/2021,Heel counter C9004R,,No.2(9K-10K),10,HC,NO
7/15/2021,Outsole #MB4040V5,NB,M'S10-10.5/W's11.5-12,12,OS,Color Chip
7/16/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,25,OS,Color Chip
7/16/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),52,SHK,Color Chip
7/17/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,17,OS,NO
7/17/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,17,OS,NO
7/17/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,17,OS,NO
7/19/2021,Eyestay Melo Run #59701-ET,,8-9,30,Others,NO
7/19/2021,Eyestay Melo Run #59701-ET,,8-9,30,Others,NO
7/19/2021,Eyestay Melo Run #59701-ET,,8-9,30,Others,NO
7/19/2021,Eyestay Melo Run #59701-ET,,8-9,60,Others,NO
7/19/2021,Eyestay Melo Run #59701-ET,,8-9,30,Others,NO
7/19/2021,Eyestay Melo Run #59701-ET,,8-9,30,Others,NO
7/19/2021,Heelcap Melo Run #59701-HT,,8-9,30,Others,NO
7/19/2021,Heelcap Melo Run #59701-HT,,8-9,60,Others,NO
7/19/2021,Heelcap Melo Run #59701-HT,,8-9,60,Others,NO
7/19/2021,Heelcap Melo Run #59701-HT,,8-9,30,Others,NO
7/19/2021,Heelcap Melo Run #59701-HT,,8-9,30,Others,NO
7/19/2021,Outsole Future MxSG #FB1089,Puma,8,26,OS,NO
7/19/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,34,OS,NO
7/20/2021,Eyestay Melo Run #59701-ET,,5-6,30,Others,NO
7/20/2021,Eyestay Melo Run #59701-ET,,5-6,30,Others,NO
7/20/2021,Eyestay Melo Run #59701-ET,,5-6,60,Others,NO
7/20/2021,Eyestay Melo Run #59701-ET,,5-6,30,Others,NO
7/20/2021,Eyestay Melo Run #59701-ET,,5-6,30,Others,NO
7/20/2021,Eyestay Melo Run #59701-ET,,5-6,30,Others,NO
7/20/2021,Heelcap Melo Run #59701-HT,,5-6,30,Others,NO
7/20/2021,Heelcap Melo Run #59701-HT,,5-6,60,Others,NO
7/20/2021,Heelcap Melo Run #59701-HT,,5-6,30,Others,NO
7/20/2021,Heelcap Melo Run #59701-HT,,5-6,60,Others,NO
7/20/2021,Heelcap Melo Run #59701-HT,,5-6,30,Others,NO
7/21/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,18,OS,NO
7/21/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,18,OS,NO
7/23/2021,Puma Twist Lock 015500,Puma,complete set,1000,Others,NO
7/24/2021,Foot bed Climacool Vento #54551,Adidas,8-8.5,10,OS,NO
7/24/2021,Outsole #FB1079,Puma,8,20,OS,NO
7/24/2021,Outsole Future MxSG #FB1089,Puma,10,10,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,10,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,10,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,10,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,3,1,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7,4,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10.5,1,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,4.5,4,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,7,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,12,2,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8.5,1,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,5,4,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,1,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,3.5,2,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,11.5,2,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6.5,6,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,5.5,4,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,13,2,OS,NO
7/24/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,4,5,OS,NO
7/24/2021,Outsole Game Changer Pro #FB1043,Puma,8,6,OS,NO
7/24/2021,Outsole Game Changer Pro #FB1043,Puma,10.5,6,OS,NO
7/24/2021,Outsole Game Changer Pro #FB1043,Puma,7,7,OS,NO
7/24/2021,Outsole Game Changer SG#FB1044,Puma,8,6,OS,NO
7/24/2021,Outsole Game Changer SG#FB1044,Puma,7,4,OS,NO
7/24/2021,Outsole Game Changer SG#FB1044,Puma,10.5,6,OS,NO
7/26/2021,Outsole Future MG #FB1095,Puma,8-8.5,15,OS,NO
7/26/2021,Outsole Future MG #FB1095,Puma,8-8.5,4,OS,NO
7/26/2021,Outsole Future MG #FB1095,Puma,8-8.5,21,OS,NO
7/26/2021,Outsole Future MxSG #FB1089,Puma,8,17,OS,NO
7/26/2021,Outsole Future MxSG #FB1089,Puma,8,38,OS,NO
7/26/2021,Outsole Future MxSG #FB1089,Puma,8,35,OS,NO
7/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7,4,OS,NO
7/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9.5,5,OS,NO
7/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,88,OS,NO
7/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,2,OS,NO
7/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,47,OS,NO
7/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,21,OS,NO
7/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,11,2,OS,NO
7/26/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,4,OS,NO
7/27/2021,Outsole FXG J’s#42146,Adidas,3-3.5,10,OS,NO
7/29/2021,Heelcap Response Super X #52910HT,Adidas,5-6,10,Others,NO
8/4/2021,Heel counter C9004R,,No.3(10.5K-11.5K),30,HC,NO
8/6/2021,Outsole Puma PACE #FB1065,Puma,8,10,OS,NO
8/7/2021,Heel Counter A7001,Adidas,No.1(3.5-6),30,HC,NO
8/7/2021,Heel Counter A7001,Adidas,No.2(6.5-9),30,HC,NO
8/10/2021,Outsole Agility SG#42663,Adidas,9,3,OS,NO
8/10/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
8/10/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
8/11/2021,Outsole Future MG Jr #FB1096,Puma,3-3.5,14,OS,NO
8/11/2021,Outsole Future MG Jr #FB1096,Puma,3-3.5,15,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,50,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,29,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,50,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,6-6.5,30,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,28,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,53,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,134,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,103,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,56,OS,NO
8/11/2021,Outsole Ultra FG #FB1106,Puma,6-6.5,48,OS,NO
8/11/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,68,OS,NO
8/11/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,72,OS,NO
8/11/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,20,OS,NO
8/11/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,52,OS,NO
8/11/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,44,OS,NO
8/11/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,22,OS,NO
8/14/2021,Midsole Yeezy Boost 350V2 #AD-927,Adidas,11.5,10,Others,Color Chip
8/14/2021,Midsole Yeezy Boost 350V2 #AD-927,Adidas,11.5,10,Others,Color Chip
8/14/2021,Midsole Yeezy Boost 350V2 #AD-927,Adidas,8.5,15,Others,Color Chip
8/14/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,18,OS,NO
